Region,Country20,Year,Trade_Balance_m,Exports_m,Imports_m
Wales,Ireland,2017,691.38,992.41,301.03
Wales,Ireland,2018,1186.7,1517.37,330.67
Wales,Ireland,2019,1400.3,1695.8,295.49
Wales,Ireland,2020,545.53,1189.6,644.08
Wales,Ireland,2021,1393.44,1728.98,335.54
Wales,Ireland,2022,2264.91,2944.65,679.74
Wales,Ireland,2023,2231.31,2539.95,308.65
Wales,Ireland,2024,1358.43,1796.93,438.5
Wales,Italy,2016,-102.95,278.42,381.37
Wales,Italy,2017,-116.56,298.92,415.48
Wales,Italy,2018,-137.48,289.02,426.5
Wales,Italy,2019,-159.47,265.39,424.85
Wales,Italy,2020,-127.23,221.84,349.08
Wales,Italy,2021,-100.99,280.93,381.92
Wales,Italy,2022,-158.72,333.06,491.77
Wales,Italy,2023,-98.21,366.36,464.57
Wales,Italy,2024,-256.78,289.01,545.79
Wales,Japan,2016,-159.12,157.84,316.96
Wales,Japan,2017,-257.66,199.29,456.95
Wales,Japan,2018,-351.24,249.82,601.06
Wales,Japan,2019,-343.39,295.85,639.24
Wales,Japan,2020,-315.44,205.44,520.87
Wales,Japan,2021,-384.42,194.87,579.28
Wales,Japan,2022,-400.65,299.48,700.13
Wales,Japan,2023,11.08,324.7,313.62
Wales,Japan,2024,-54.41,200.68,255.09
Wales,Netherlands,2016,-217.94,580.41,798.36
Wales,Netherlands,2017,-346.77,695.91,1042.68
Wales,Netherlands,2018,-306.81,746.47,1053.29
Wales,Netherlands,2019,-15.57,981.13,996.7
Wales,Netherlands,2020,-49.71,854.97,904.67
Wales,Netherlands,2021,-162.1,873.74,1035.84
Wales,Netherlands,2022,-108.43,1256.03,1364.46
Wales,Netherlands,2023,-70.33,1285.89,1356.22
Wales,Netherlands,2024,-401.49,999.61,1401.1
Wales,Norway,2016,-457.09,51.09,508.18
Wales,Norway,2017,-851.12,79.13,930.25
Wales,Norway,2018,-289.48,79.86,369.35
Wales,Norway,2019,-526.88,101.49,628.37
Wales,Norway,2020,-228.33,105.33,333.66
Wales,Norway,2021,-377.7,97.31,475
Wales,Norway,2022,-915.68,127.25,1042.93
Wales,Norway,2023,-646.6,86.68,733.28
Wales,Norway,2024,-262.45,81.9,344.34
Wales,Poland,2016,-60.01,141.35,201.36
Wales,Poland,2017,-75.78,170.85,246.62
Wales,Poland,2018,-76.33,173.99,250.32
Wales,Poland,2019,-109.62,142.13,251.75
Wales,Poland,2020,-100.91,132.74,233.65
Wales,Poland,2021,-105.71,124.16,229.87
Wales,Poland,2022,-154.83,149.54,304.37
Wales,Poland,2023,-114.02,181.67,295.69
Wales,Poland,2024,-125.11,174.28,299.39
Wales,Rest of EU,2016,-353.9,510.78,864.66
Wales,Rest of EU,2017,-372.43,583.97,956.4
Wales,Rest of EU,2018,-337.14,649.28,986.42
Wales,Rest of EU,2019,-233.78,662.59,896.36
Wales,Rest of EU,2020,-141.15,556.13,697.27
Wales,Rest of EU,2021,-20.88,694.09,714.97
Wales,Rest of EU,2022,-152.76,857.8,1010.6
Wales,Rest of EU,2023,-160.11,842.72,1002.83
Wales,Rest of EU,2024,-218.81,704.86,923.66
Wales,Rest of world,2016,-954.74,2424.73,3379.42
Wales,Rest of world,2017,-1409.73,2719.64,4129.36
Wales,Rest of world,2018,-2260.04,2620.65,4880.7
Wales,Rest of world,2019,-1884.49,2658.51,4543.02
Wales,Rest of world,2020,-667.48,2337.69,3005.14
Wales,Rest of world,2021,-2349.08,2221.74,4570.82
Wales,Rest of world,2022,-4244.76,3180.14,7424.92
Wales,Rest of world,2023,-3289.98,2895.31,6185.32
Wales,Rest of world,2024,-2903.36,2529.67,5433.03
Wales,Singapore,2016,35.34,160.42,125.08
Wales,Singapore,2017,10.94,182.99,172.05
Wales,Singapore,2018,51.05,202.74,151.68
Wales,Singapore,2019,43.96,222.22,178.26
Wales,Singapore,2020,23.77,181.14,157.37
Wales,Singapore,2021,-28.99,125,153.99
Wales,Singapore,2022,-25.41,180.07,205.48
Wales,Singapore,2023,-79.69,156.71,236.4
Wales,Singapore,2024,-130.52,160.15,290.68
Wales,Spain,2016,-211.85,394.48,606.33
Wales,Spain,2017,-121.79,482.09,603.88
Wales,Spain,2018,39.02,491.68,452.66
Wales,Spain,2019,20.78,471.14,450.35
Wales,Spain,2020,-66.04,347.32,413.36
Wales,Spain,2021,-326.88,393.18,720.07
Wales,Spain,2022,-282.32,482.9,765.22
Wales,Spain,2023,-179.27,535.89,715.15
Wales,Spain,2024,-219.4,465.99,685.39
Wales,Sweden,2016,-61.46,243.83,305.29
Wales,Sweden,2017,-40.53,276.11,316.64
Wales,Sweden,2018,-66.59,293.79,360.38
Wales,Sweden,2019,-34.84,297.64,332.48
Wales,Sweden,2020,-28.55,220.39,248.94
Wales,Sweden,2021,39.23,326.31,287.08
Wales,Sweden,2022,99.83,407.43,307.6
Wales,Sweden,2023,53.98,332.93,278.95
Wales,Sweden,2024,81.86,294.4,212.54
Wales,Switzerland,2016,48.88,109.84,60.96
Wales,Switzerland,2017,36.08,158.51,122.43
Wales,Switzerland,2018,-12.99,124.64,137.63
Wales,Switzerland,2019,37.42,124.24,86.82
Wales,Switzerland,2020,26.38,94.34,67.96
Wales,Switzerland,2021,-10.19,112.39,122.58
Wales,Switzerland,2022,42.54,174.19,131.65
Wales,Switzerland,2023,34.04,130.17,96.13
Wales,Switzerland,2024,50.13,123.4,73.27
Wales,United States,2016,137.65,2095.18,1957.53
Wales,United States,2017,-158.12,2288.59,2446.7
Wales,United States,2018,-525.78,2445.21,2970.99
Wales,United States,2019,-445.66,2738.91,3184.57
Wales,United States,2020,-659.17,1792.8,2451.97
Wales,United States,2021,50.89,2191.82,2140.93
Wales,United States,2022,-333.96,3392.34,3726.3
Wales,United States,2023,-746.08,2942.62,3688.7
Wales,United States,2024,-1972.05,2238.29,4210.34
West Midlands,Australia,2016,617.83,697.35,79.53
West Midlands,Australia,2017,701.85,837.83,135.99
West Midlands,Australia,2018,465.48,565.31,99.83
West Midlands,Australia,2019,439.57,526.97,87.4
West Midlands,Australia,2020,266.36,353.59,87.23
West Midlands,Australia,2021,327.08,437.43,110.35
West Midlands,Australia,2022,399.97,543.88,143.91
West Midlands,Australia,2023,625.35,707.75,82.4
West Midlands,Australia,2024,560.16,653.09,92.93
West Midlands,Belgium,2016,-1182.55,770.34,1952.89
West Midlands,Belgium,2017,-881.31,882.61,1763.92
West Midlands,Belgium,2018,-844.14,970.08,1814.22
West Midlands,Belgium,2019,-987.85,802.14,1789.99
West Midlands,Belgium,2020,-978.98,621.46,1600.44
West Midlands,Belgium,2021,-580.08,675.41,1255.48
West Midlands,Belgium,2022,-941.77,807.96,1749.73
West Midlands,Belgium,2023,-1040.87,972.42,2013.29
West Midlands,Belgium,2024,-1594.03,850.5,2444.53
West Midlands,Canada,2016,288.98,566.02,277.04
West Midlands,Canada,2017,223.92,609.67,385.75
West Midlands,Canada,2018,183.2,599.32,416.12
West Midlands,Canada,2019,461.71,715.51,253.8
West Midlands,Canada,2020,285.71,482.69,196.97
West Midlands,Canada,2021,310.98,519.81,208.84
West Midlands,Canada,2022,328.52,556.38,227.86
West Midlands,Canada,2023,425.34,643.5,218.17
West Midlands,Canada,2024,471.94,630.65,158.71
West Midlands,China,2016,-166.7,3290.71,3457.4
West Midlands,China,2017,161.89,3996.27,3834.39
West Midlands,China,2018,-669.31,3146.42,3815.73
West Midlands,China,2019,-1750.89,2244.16,3995.05
West Midlands,China,2020,-1748.75,2190.14,3938.89
West Midlands,China,2021,-2979.87,2348.1,5327.97
West Midlands,China,2022,-3784.33,2301.41,6085.75
West Midlands,China,2023,-2785.42,2820.29,5605.71
West Midlands,China,2024,-2826,2726.02,5552.01
West Midlands,France,2016,-183.66,1878.32,2061.98
West Midlands,France,2017,-105.75,2182.15,2287.89
West Midlands,France,2018,-50.9,2204.57,2255.47
West Midlands,France,2019,22.52,2187.04,2164.52
West Midlands,France,2020,-246.96,1508,1754.96
West Midlands,France,2021,-36.05,1610.41,1646.46
West Midlands,France,2022,-1276.73,1791.91,3068.64
West Midlands,France,2023,-1813.77,2069.43,3883.2
West Midlands,France,2024,-676.79,2120.73,2797.51
West Midlands,Germany,2016,-2726.28,3303.24,6029.52
West Midlands,Germany,2017,-3289.18,3595.73,6884.91
West Midlands,Germany,2018,-3460.61,3455.66,6916.27
West Midlands,Germany,2019,-3044.12,3280.42,6324.53
West Midlands,Germany,2020,-1990.8,2672.03,4662.83
West Midlands,Germany,2021,-2495.65,2351.18,4846.83
West Midlands,Germany,2022,-2942.43,2873.37,5815.8
West Midlands,Germany,2023,-2710.89,3321.26,6032.15
West Midlands,Germany,2024,-3001.58,2953.95,5955.53
West Midlands,India,2016,-306.9,320.63,627.53
West Midlands,India,2017,-321.12,392.09,713.2
West Midlands,India,2018,-337.71,423.03,760.73
West Midlands,India,2019,-489.03,316.89,805.92
West Midlands,India,2020,-380.04,231.85,611.89
West Midlands,India,2021,-641.11,325.84,966.95
West Midlands,India,2022,-670.09,452.57,1122.66
West Midlands,India,2023,-580.9,494.32,1075.22
West Midlands,India,2024,-487.76,592.15,1079.91
West Midlands,Ireland,2016,356.2,1338.41,982.21
West Midlands,Ireland,2017,517.76,1457.61,939.85
West Midlands,Ireland,2018,604.31,1552.84,948.53
West Midlands,Ireland,2019,765.51,1796.73,1031.22
West Midlands,Ireland,2020,707.37,1601,893.63
West Midlands,Ireland,2021,670.33,1536.35,866.02
West Midlands,Ireland,2022,529.19,1727.21,1198.02
West Midlands,Ireland,2023,274.55,1646.99,1372.44
West Midlands,Ireland,2024,-106.13,1597.89,1704.03
West Midlands,Italy,2016,-333.31,1218.66,1551.97
West Midlands,Italy,2017,-345.98,1410.36,1756.35
West Midlands,Italy,2018,-394.86,1366.59,1761.45
West Midlands,Italy,2019,-493.2,1231.71,1724.92
West Midlands,Italy,2020,-542.68,827.98,1370.66
West Midlands,Italy,2021,-457.7,985.12,1442.83
West Midlands,Italy,2022,-1040.95,1028.58,2069.53
West Midlands,Italy,2023,-760.11,1183.57,1943.68
West Midlands,Italy,2024,-1534.71,1073.49,2608.19
West Midlands,Japan,2016,-336.33,402.43,738.76
West Midlands,Japan,2017,-280.42,482.97,763.38
West Midlands,Japan,2018,-333.52,436.9,770.42
West Midlands,Japan,2019,-248.84,472.69,721.53
West Midlands,Japan,2020,-284.75,284.99,569.75
West Midlands,Japan,2021,-264.26,309.85,574.12
West Midlands,Japan,2022,-246.16,311.91,558.07
West Midlands,Japan,2023,-96,530.95,626.94
West Midlands,Japan,2024,72.57,601.67,529.1
West Midlands,Netherlands,2016,-946.86,1171.65,2118.52
West Midlands,Netherlands,2017,-932.57,1317.11,2249.68
West Midlands,Netherlands,2018,-1060.86,1353.56,2414.42
West Midlands,Netherlands,2019,-1045.56,1225.52,2271.08
West Midlands,Netherlands,2020,-873.52,1011.41,1884.92
West Midlands,Netherlands,2021,-414.01,1356.12,1770.13
West Midlands,Netherlands,2022,-954.98,1663.92,2618.9
West Midlands,Netherlands,2023,-569.93,1759.41,2329.34
West Midlands,Netherlands,2024,-657.64,1529.43,2187.08
West Midlands,Norway,2016,-113.98,186.38,300.36
West Midlands,Norway,2017,-139.78,220.53,360.31
West Midlands,Norway,2018,-107.74,191.29,299.02
West Midlands,Norway,2019,101.57,192.85,91.29
West Midlands,Norway,2020,95.08,156.75,61.67
West Midlands,Norway,2021,68.18,168.85,100.67
West Midlands,Norway,2022,117.83,300.56,182.73
West Midlands,Norway,2023,53.09,229.89,176.8
West Midlands,Norway,2024,12.57,191.77,179.19
West Midlands,Poland,2016,-508.66,384.77,893.43
West Midlands,Poland,2017,-535.17,514.88,1050.05
West Midlands,Poland,2018,-606.8,623.71,1230.51
West Midlands,Poland,2019,-628.48,549.87,1178.35
West Midlands,Poland,2020,-562.59,423.18,985.77
West Midlands,Poland,2021,-537.47,459.85,997.32
West Midlands,Poland,2022,-650.66,554.81,1205.47
West Midlands,Poland,2023,-820.81,640.83,1461.63
West Midlands,Poland,2024,-814.18,718.94,1533.12
West Midlands,Rest of EU,2016,-1613.01,1570.89,3183.89
West Midlands,Rest of EU,2017,-1847.14,1909.27,3756.41
West Midlands,Rest of EU,2018,-2308.68,2099.48,4408.16
West Midlands,Rest of EU,2019,-2175.4,2252.75,4428.15
West Midlands,Rest of EU,2020,-1533.07,1899.63,3432.68
West Midlands,Rest of EU,2021,-1557.63,1860.56,3418.19
West Midlands,Rest of EU,2022,-2232.17,2081.9,4314.08
West Midlands,Rest of EU,2023,-2297.68,2541.68,4839.35
West Midlands,Rest of EU,2024,-2331.34,2457.82,4789.16
West Midlands,Rest of world,2016,-201.32,4737.92,4939.26
West Midlands,Rest of world,2017,196.71,5554.74,5358.07
West Midlands,Rest of world,2018,490.55,5810.23,5319.65
West Midlands,Rest of world,2019,-406.75,4927.95,5334.71
West Midlands,Rest of world,2020,-781.73,3651.53,4433.27
West Midlands,Rest of world,2021,-1975.34,4246.52,6221.86
West Midlands,Rest of world,2022,-1771.35,5016.54,6787.9
West Midlands,Rest of world,2023,294.35,6180.57,5886.18
West Midlands,Rest of world,2024,114.64,6155.48,6040.88
West Midlands,Singapore,2016,217.29,343.97,126.68
West Midlands,Singapore,2017,195.79,340.27,144.49
West Midlands,Singapore,2018,44.53,216.12,171.59
West Midlands,Singapore,2019,9.57,240.86,231.29
West Midlands,Singapore,2020,15.45,185.57,170.12
West Midlands,Singapore,2021,-9.49,164.43,173.92
West Midlands,Singapore,2022,22.71,188.13,165.42
West Midlands,Singapore,2023,172.47,326.93,154.46
West Midlands,Singapore,2024,227.15,381.27,154.12
West Midlands,Spain,2016,-451.29,835.27,1286.56
West Midlands,Spain,2017,-249.84,956.14,1205.98
West Midlands,Spain,2018,-381.31,886.4,1267.71
West Midlands,Spain,2019,-497.91,819.93,1317.84
West Midlands,Spain,2020,-498.04,597.79,1095.83
West Midlands,Spain,2021,-687.96,551.32,1239.28
West Midlands,Spain,2022,-834.67,640.48,1475.15
West Midlands,Spain,2023,-666.29,769.85,1436.15
West Midlands,Spain,2024,-1034.71,754.32,1789.03
West Midlands,Sweden,2016,-341.09,399.43,740.52
West Midlands,Sweden,2017,-353.47,469.14,822.61
West Midlands,Sweden,2018,-131.23,502.12,633.35
West Midlands,Sweden,2019,-155.17,458.74,613.9
West Midlands,Sweden,2020,-45.28,369.87,415.15
West Midlands,Sweden,2021,-263.89,366.33,630.22
West Midlands,Sweden,2022,-465.72,411.31,877.03
West Midlands,Sweden,2023,-443.62,444.44,888.05
West Midlands,Sweden,2024,-427.29,374.24,801.52
West Midlands,Switzerland,2016,55.35,368.39,313.04
West Midlands,Switzerland,2017,53.35,391.97,338.62
West Midlands,Switzerland,2018,78.28,416.84,338.56
West Midlands,Switzerland,2019,136.47,406.88,270.41
West Midlands,Switzerland,2020,83.67,266.73,183.06
West Midlands,Switzerland,2021,-260.57,297.55,558.12
West Midlands,Switzerland,2022,-281.87,307.95,589.82
West Midlands,Switzerland,2023,-160.76,380.42,541.18
West Midlands,Switzerland,2024,34.68,453.56,418.89
West Midlands,United States,2016,4111.48,5954.02,1842.54
West Midlands,United States,2017,4032.88,5949.95,1917.07
West Midlands,United States,2018,4496.37,6639.86,2143.49
West Midlands,United States,2019,4934.24,7012.02,2077.79
West Midlands,United States,2020,3624.88,5277.37,1652.49
West Midlands,United States,2021,3366.77,4964.36,1597.6
West Midlands,United States,2022,4009.72,6388.21,2378.5
West Midlands,United States,2023,5335.72,7278.1,1942.38
West Midlands,United States,2024,6552.25,8459.29,1907.04
Yorkshire and The Humber,Australia,2016,87.91,183.16,95.25
Yorkshire and The Humber,Australia,2017,111.86,214.7,102.84
Yorkshire and The Humber,Australia,2018,231.06,296.85,65.79
Yorkshire and The Humber,Australia,2019,135.74,252.53,116.79
Yorkshire and The Humber,Australia,2020,132.57,233.42,100.86
Yorkshire and The Humber,Australia,2021,146.23,244.49,98.27
Yorkshire and The Humber,Australia,2022,112.44,284.09,171.66
Yorkshire and The Humber,Australia,2023,181.69,280.43,98.74
Yorkshire and The Humber,Australia,2024,187,259.99,72.99
Yorkshire and The Humber,Belgium,2016,-192.12,897.3,1089.42
Yorkshire and The Humber,Belgium,2017,-222.42,1080.07,1302.48
Yorkshire and The Humber,Belgium,2018,-225.93,1190.21,1416.14
Yorkshire and The Humber,Belgium,2019,-312.01,1082.79,1394.8
Yorkshire and The Humber,Belgium,2020,-549.76,709.87,1259.62
Yorkshire and The Humber,Belgium,2021,361.84,1359.57,997.73
Yorkshire and The Humber,Belgium,2022,-37.57,1523.56,1561.13
Yorkshire and The Humber,Belgium,2023,545.93,1899.91,1353.98
Yorkshire and The Humber,Belgium,2024,27.1,1639.84,1612.74
Yorkshire and The Humber,Canada,2016,-34.54,285.02,319.56
Yorkshire and The Humber,Canada,2017,-63.22,232.13,295.35
Yorkshire and The Humber,Canada,2018,159.77,391.62,231.85
Yorkshire and The Humber,Canada,2019,74.93,383.44,308.51
Yorkshire and The Humber,Canada,2020,17.44,316.39,298.95
Yorkshire and The Humber,Canada,2021,-2.65,321.26,323.91
Yorkshire and The Humber,Canada,2022,-273.19,347.23,620.42
Yorkshire and The Humber,Canada,2023,175.46,441.6,266.15
Yorkshire and The Humber,Canada,2024,106.81,359.41,252.6
Yorkshire and The Humber,China,2016,-2603.22,424.72,3027.95
Yorkshire and The Humber,China,2017,-2717.25,497.32,3214.57
Yorkshire and The Humber,China,2018,-2371.81,626.11,2997.92
Yorkshire and The Humber,China,2019,-2422.23,828,3250.23
Yorkshire and The Humber,China,2020,-2664.69,530.66,3195.35
Yorkshire and The Humber,China,2021,-3450.88,579.94,4030.83
Yorkshire and The Humber,China,2022,-3842.9,750.26,4593.15
Yorkshire and The Humber,China,2023,-3398.76,638.51,4037.27
Yorkshire and The Humber,China,2024,-3670.27,592.01,4262.28
Yorkshire and The Humber,France,2016,-52.19,1065,1117.19
Yorkshire and The Humber,France,2017,-33.77,1327.66,1361.42
Yorkshire and The Humber,France,2018,15.68,1366.04,1350.36
Yorkshire and The Humber,France,2019,-179.86,1210.57,1390.43
Yorkshire and The Humber,France,2020,-172.88,914.23,1087.12
Yorkshire and The Humber,France,2021,4.79,964.31,959.52
Yorkshire and The Humber,France,2022,-420.97,1124.97,1545.94
Yorkshire and The Humber,France,2023,-459.42,1127.75,1587.17
Yorkshire and The Humber,France,2024,-461.3,1024.26,1485.56
Yorkshire and The Humber,Germany,2016,-1504.85,1285.55,2790.4
Yorkshire and The Humber,Germany,2017,-1816.87,1414.09,3230.96
Yorkshire and The Humber,Germany,2018,-1592.23,1571.81,3164.03
Yorkshire and The Humber,Germany,2019,-1683.78,1444.13,3127.91
Yorkshire and The Humber,Germany,2020,-1225.26,1348.85,2574.11
Yorkshire and The Humber,Germany,2021,-1279.41,1424.72,2704.13
Yorkshire and The Humber,Germany,2022,-1571.74,1516.7,3088.44
Yorkshire and The Humber,Germany,2023,-1719.88,1427.21,3147.09
Yorkshire and The Humber,Germany,2024,-2134.24,1288.94,3423.19
Yorkshire and The Humber,India,2016,-267.36,180.9,448.25
Yorkshire and The Humber,India,2017,-331.12,172.06,503.18
Yorkshire and The Humber,India,2018,-274.13,228.54,502.67
Yorkshire and The Humber,India,2019,-285.31,257.64,542.95
Yorkshire and The Humber,India,2020,-285.14,151.4,436.53
Yorkshire and The Humber,India,2021,-413.12,189.33,602.45
Yorkshire and The Humber,India,2022,-441.44,327.23,768.66
Yorkshire and The Humber,India,2023,-340.99,306.31,647.3
Yorkshire and The Humber,India,2024,-326.21,321.3,647.51
Yorkshire and The Humber,Ireland,2016,160.34,1005.43,845.09
Yorkshire and The Humber,Ireland,2017,246.56,1064.8,818.24
Yorkshire and The Humber,Ireland,2018,345.66,1174.86,829.19
Yorkshire and The Humber,Ireland,2019,492.33,1204.53,712.2
Yorkshire and The Humber,Ireland,2020,630.13,1282.75,652.62
Yorkshire and The Humber,Ireland,2021,418.81,1019.59,600.77
Yorkshire and The Humber,Ireland,2022,507.3,1269.06,761.76
Yorkshire and The Humber,Ireland,2023,447.55,1310.66,863.11
Yorkshire and The Humber,Ireland,2024,389.9,1259.17,869.28
Yorkshire and The Humber,Italy,2016,-427.06,541.05,968.11
Yorkshire and The Humber,Italy,2017,-447.28,630.52,1077.8
Yorkshire and The Humber,Italy,2018,-384.28,696.78,1081.06
Yorkshire and The Humber,Italy,2019,-492.27,623,1115.26
Yorkshire and The Humber,Italy,2020,-425.47,524.68,950.16
Yorkshire and The Humber,Italy,2021,-445.53,575.16,1020.7
Yorkshire and The Humber,Italy,2022,-738.56,657.35,1395.91
Yorkshire and The Humber,Italy,2023,-638.83,667.07,1305.9
Yorkshire and The Humber,Italy,2024,-753.35,605.12,1358.47
Yorkshire and The Humber,Japan,2016,-30.32,116.89,147.2
Yorkshire and The Humber,Japan,2017,-10.11,150.09,160.2
Yorkshire and The Humber,Japan,2018,12.78,175.69,162.91
Yorkshire and The Humber,Japan,2019,16.83,165.59,148.76
Yorkshire and The Humber,Japan,2020,-1,126.22,127.22
Yorkshire and The Humber,Japan,2021,-5.31,154.73,160.03
Yorkshire and The Humber,Japan,2022,-76.09,192.48,268.57
Yorkshire and The Humber,Japan,2023,-54.46,166.46,220.91
Yorkshire and The Humber,Japan,2024,-50.99,165.24,216.23
Yorkshire and The Humber,Netherlands,2016,-2587.21,1351.17,3938.38
Yorkshire and The Humber,Netherlands,2017,-3724.35,1603.47,5327.81
Yorkshire and The Humber,Netherlands,2018,-3177.05,2071.57,5248.62
Yorkshire and The Humber,Netherlands,2019,-3574.78,1826.72,5401.5
Yorkshire and The Humber,Netherlands,2020,-2954.17,1393.54,4347.71
Yorkshire and The Humber,Netherlands,2021,-340.49,1745.37,2085.86
Yorkshire and The Humber,Netherlands,2022,-1332.84,2341.34,3674.18
Yorkshire and The Humber,Netherlands,2023,-1456.23,1816.06,3272.28
Yorkshire and The Humber,Netherlands,2024,-1721.64,1628.64,3350.28
Yorkshire and The Humber,Norway,2016,-3906.66,169.8,4076.46
Yorkshire and The Humber,Norway,2017,-5427.55,195.68,5623.23
Yorkshire and The Humber,Norway,2018,-6283.58,203.64,6487.22
Yorkshire and The Humber,Norway,2019,-3930.68,186.42,4117.1
Yorkshire and The Humber,Norway,2020,-2910.73,158.29,3069.02
Yorkshire and The Humber,Norway,2021,-11323.1,204.94,11528.03
Yorkshire and The Humber,Norway,2022,-19263.27,251.43,19514.7
Yorkshire and The Humber,Norway,2023,-9404.38,243.61,9647.99
Yorkshire and The Humber,Norway,2024,-8251.09,229.35,8480.44
Yorkshire and The Humber,Poland,2016,-170.36,268.16,438.52
Yorkshire and The Humber,Poland,2017,-234.82,311.71,546.53
Yorkshire and The Humber,Poland,2018,-137.64,356.08,493.72
Yorkshire and The Humber,Poland,2019,-128.29,344.43,472.72
Yorkshire and The Humber,Poland,2020,-211.39,296.66,508.05
Yorkshire and The Humber,Poland,2021,-310.93,276.92,587.86
Yorkshire and The Humber,Poland,2022,-410.58,351.96,762.54
Yorkshire and The Humber,Poland,2023,-477.35,337.82,815.17
Yorkshire and The Humber,Poland,2024,-559.2,346.84,906.04
Yorkshire and The Humber,Rest of EU,2016,-705.95,1030.17,1736.12
Yorkshire and The Humber,Rest of EU,2017,-603.11,1216.7,1819.8
Yorkshire and The Humber,Rest of EU,2018,-636.87,1329.79,1966.66
Yorkshire and The Humber,Rest of EU,2019,-768.94,1200.41,1969.33
Yorkshire and The Humber,Rest of EU,2020,-902.34,1061.17,1963.51
Yorkshire and The Humber,Rest of EU,2021,-748.21,1038.36,1786.56
Yorkshire and The Humber,Rest of EU,2022,-1148.4,1319.37,2467.77
Yorkshire and The Humber,Rest of EU,2023,-1051.11,1132.36,2183.47
Yorkshire and The Humber,Rest of EU,2024,-1459.96,1170.36,2630.31
Yorkshire and The Humber,Rest of world,2016,-1038.04,2752.27,3790.3
Yorkshire and The Humber,Rest of world,2017,-931.67,3252.83,4184.5
Yorkshire and The Humber,Rest of world,2018,-1462.46,3117.67,4580.15
Yorkshire and The Humber,Rest of world,2019,-2040.53,2856.41,4896.91
Yorkshire and The Humber,Rest of world,2020,-1354.45,2446.26,3800.69
Yorkshire and The Humber,Rest of world,2021,-1952.37,2999.31,4951.69
Yorkshire and The Humber,Rest of world,2022,-2149.93,3592.68,5742.61
Yorkshire and The Humber,Rest of world,2023,-986.99,3444.92,4431.94
Yorkshire and The Humber,Rest of world,2024,-1199.51,3141.65,4341.13
Yorkshire and The Humber,Singapore,2016,67.29,120.73,53.44
Yorkshire and The Humber,Singapore,2017,143.89,216.38,72.5
Yorkshire and The Humber,Singapore,2018,97.56,154.15,56.59
Yorkshire and The Humber,Singapore,2019,127.31,177.33,50.02
Yorkshire and The Humber,Singapore,2020,112.1,158.11,46.01
Yorkshire and The Humber,Singapore,2021,100.12,174.09,73.97
Yorkshire and The Humber,Singapore,2022,94.18,170.79,76.62
Yorkshire and The Humber,Singapore,2023,158.58,208.53,49.95
Yorkshire and The Humber,Singapore,2024,148.55,209.11,60.55
Yorkshire and The Humber,Spain,2016,-95.98,419.87,515.85
Yorkshire and The Humber,Spain,2017,-17.33,518.91,536.25
Yorkshire and The Humber,Spain,2018,-64.67,569.21,633.88
Yorkshire and The Humber,Spain,2019,-216.26,481.07,697.33
Yorkshire and The Humber,Spain,2020,-204,402.23,606.23
Yorkshire and The Humber,Spain,2021,-276.48,413.13,689.61
Yorkshire and The Humber,Spain,2022,-474,518.09,992.09
Yorkshire and The Humber,Spain,2023,-560.35,446.06,1006.4
Yorkshire and The Humber,Spain,2024,-573.4,477.22,1050.61
Yorkshire and The Humber,Sweden,2016,-202.94,425.91,628.85
Yorkshire and The Humber,Sweden,2017,-191.84,529.97,721.81
Yorkshire and The Humber,Sweden,2018,-127.39,582.98,710.37
Yorkshire and The Humber,Sweden,2019,-131.51,488.92,620.43
Yorkshire and The Humber,Sweden,2020,-168.16,420.58,588.74
Yorkshire and The Humber,Sweden,2021,-158.42,559.28,717.7
Yorkshire and The Humber,Sweden,2022,-30.18,787.86,818.04
Yorkshire and The Humber,Sweden,2023,-87.68,571.6,659.28
Yorkshire and The Humber,Sweden,2024,-122.63,506.54,629.18
Yorkshire and The Humber,Switzerland,2016,238.9,389.89,150.99
Yorkshire and The Humber,Switzerland,2017,269.51,400.77,131.26
Yorkshire and The Humber,Switzerland,2018,350.11,443.13,93.02
Yorkshire and The Humber,Switzerland,2019,247.42,388,140.58
Yorkshire and The Humber,Switzerland,2020,419.64,515.94,96.3
Yorkshire and The Humber,Switzerland,2021,-225.24,106.99,332.23
Yorkshire and The Humber,Switzerland,2022,-129.84,181.89,311.73
Yorkshire and The Humber,Switzerland,2023,-144.13,116.98,261.11
Yorkshire and The Humber,Switzerland,2024,-157.04,109.51,266.56
Yorkshire and The Humber,United States,2016,94.92,1888.04,1793.13
Yorkshire and The Humber,United States,2017,-180.73,1853.81,2034.53
Yorkshire and The Humber,United States,2018,52.26,1678.97,1626.71
Yorkshire and The Humber,United States,2019,-220.1,1696.71,1916.81
Yorkshire and The Humber,United States,2020,-208.49,1588.77,1797.26
Yorkshire and The Humber,United States,2021,-327.65,1984.98,2312.64
Yorkshire and The Humber,United States,2022,-276.17,2949.89,3226.06
Yorkshire and The Humber,United States,2023,-1071.26,2601.8,3673.07
Yorkshire and The Humber,United States,2024,-628.16,2507.21,3135.37
